Time,H_Achterhoek,H_Agglomeratie_s_Gravenhage,H_AgglomeratieHaarlem,H_AgglomeratieLeidenenBollenstreek,H_Alkmaarenomgeving,H_Arnhem_Nijmegen,H_DelftenWestland,H_Delfzijlenomgeving,H_Flevoland,H_Groot_Amsterdam,H_Groot_Rijnmond,H_HetGooienVechtstreek,H_IJmond,H_KopvanNoord_Holland,H_Midden_Limburg,H_Midden_Noord_Brabant,H_Noord_Drenthe,H_Noord_Friesland,H_Noord_Limburg,H_Noord_Overijssel,H_Noordoost_Noord_Brabant,H_Oost_Groningen,H_Oost_Zuid_Holland,H_OverigGroningen,H_OverigZeeland,H_Twente,H_Utrecht,H_Veluwe,H_West_Noord_Brabant,H_Zaanstreek,H_Zeeuwsch_Vlaanderen,H_Zuid_Limburg,H_Zuidoost_Drenthe,H_Zuidoost_Friesland,H_Zuidoost_Noord_Brabant,H_Zuidoost_Zuid_Holland,H_Zuidwest_Drenthe,H_Zuidwest_Friesland,H_Zuidwest_Gelderland,H_Zuidwest_Overijssel,Patients in queue
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
30,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
31,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
32,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
33,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
34,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
35,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
36,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
37,0,2,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
38,0,2,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,2,0,1,1,0,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
39,0,2,1,0,0,1,0,0,0,2,1,1,0,0,0,1,0,2,0,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
40,0,2,0,0,0,1,0,0,0,2,1,1,0,0,0,1,0,2,0,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
41,0,3,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,2,0,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0
42,0,3,0,0,0,1,0,0,0,3,1,1,0,0,0,0,0,2,0,1,1,0,2,0,1,0,1,0,0,0,0,0,0,0,2,0,0,3,0,0,0
43,1,2,0,0,1,0,0,0,0,3,1,1,0,0,0,0,0,2,0,1,1,0,2,0,1,0,2,0,0,0,0,0,0,0,1,0,0,3,0,0,0
44,1,2,0,0,1,0,0,0,0,3,2,1,0,0,0,0,0,2,0,1,1,0,2,1,1,0,2,0,0,0,0,1,0,0,1,0,0,3,0,0,0
45,2,2,0,0,2,0,0,0,0,3,2,1,0,0,0,0,0,2,0,1,1,0,2,1,1,0,2,1,0,0,0,1,0,0,1,1,0,3,0,0,0
46,1,2,0,0,2,0,0,0,0,3,2,0,0,0,0,0,0,2,0,1,1,0,2,1,1,0,2,1,0,0,0,1,0,0,1,1,0,3,0,0,0
47,1,3,0,1,2,0,0,0,0,4,1,0,0,0,0,0,0,2,0,1,1,0,2,1,1,0,2,1,0,0,0,1,0,0,1,1,0,3,0,0,0
48,1,3,0,1,2,0,0,0,0,4,1,0,0,0,0,1,0,2,0,1,1,0,2,1,1,1,2,1,0,0,0,1,0,0,1,1,0,3,0,0,0
49,1,3,0,1,2,0,0,0,1,4,2,0,0,0,0,1,0,2,1,1,1,0,2,1,1,1,2,1,1,0,0,1,1,0,1,1,0,3,0,0,0
50,1,3,0,1,2,0,0,0,1,5,2,0,0,0,0,1,0,2,1,0,2,0,1,1,1,1,2,1,1,0,0,1,1,0,1,1,0,3,0,0,0
51,1,3,0,1,2,0,0,0,1,5,1,0,0,0,0,1,0,2,1,0,2,0,1,1,2,1,2,1,1,0,1,2,1,0,2,1,0,3,0,0,0
52,1,3,0,1,2,1,0,0,1,5,1,0,0,0,0,1,0,2,1,0,2,0,1,2,2,2,2,1,1,0,1,2,1,0,2,1,0,3,0,0,0
53,1,3,0,1,2,1,0,0,3,5,1,0,0,0,0,1,0,2,1,0,2,0,1,3,2,2,2,2,1,0,1,2,1,0,2,1,0,3,0,0,0
54,1,3,0,3,2,1,0,0,4,6,1,0,0,0,0,1,0,2,1,0,2,0,1,4,2,2,2,2,1,0,1,3,1,0,2,1,0,3,0,0,0
55,1,2,0,3,2,2,0,0,4,6,1,0,1,0,1,1,0,2,1,0,2,0,1,4,2,2,5,3,1,0,1,3,1,0,2,1,0,3,0,0,0
56,1,2,0,3,2,3,0,0,3,8,2,0,1,0,1,1,1,2,1,0,3,0,1,5,2,2,4,3,1,0,1,4,2,0,2,1,0,3,0,0,0
57,1,2,2,3,2,3,0,0,3,8,3,0,0,0,1,1,1,2,1,1,3,0,1,4,1,2,4,3,1,0,1,5,3,0,2,2,0,3,0,0,0
58,1,2,2,3,2,3,0,0,3,9,3,0,0,0,1,1,1,2,1,1,3,0,1,4,1,2,3,2,2,0,1,5,3,0,2,2,0,3,0,0,0
59,1,2,2,4,2,2,0,0,4,9,3,0,0,0,1,1,1,2,1,1,3,0,2,4,1,2,4,2,2,0,1,6,3,0,2,3,0,3,0,0,0
60,1,2,2,3,2,3,0,0,4,10,4,0,0,0,1,1,1,2,2,1,3,0,2,4,3,2,6,2,3,0,1,6,3,0,2,3,0,3,1,0,0
61,1,2,2,5,2,3,0,0,4,9,4,0,0,0,1,1,1,2,3,1,4,0,3,4,3,3,4,3,3,0,1,6,2,0,3,3,0,3,1,0,0
62,2,2,2,6,2,3,0,0,4,10,4,0,0,0,1,1,1,2,3,1,4,0,3,4,3,3,5,3,3,0,1,6,2,0,3,2,0,3,1,0,0
63,3,2,3,6,2,4,0,0,4,8,6,0,0,0,1,2,1,2,4,2,5,0,3,4,3,3,5,3,4,0,1,6,2,0,2,2,0,3,1,0,0
64,3,3,3,6,3,3,0,0,4,8,6,0,0,0,1,2,2,2,4,2,6,0,3,4,3,4,6,4,3,0,1,6,2,0,3,2,0,3,2,0,0
65,3,3,3,5,3,4,0,0,4,9,6,0,0,0,0,2,2,2,3,2,7,0,3,4,6,5,6,3,3,0,1,7,2,0,3,2,0,3,1,0,0
66,3,3,2,6,3,4,0,0,4,12,8,0,0,0,0,2,2,2,4,2,8,0,3,4,7,7,6,4,3,0,0,10,2,0,2,3,0,3,2,0,0
67,2,2,2,7,3,4,0,0,5,12,9,0,0,0,1,2,2,2,4,2,8,0,4,5,7,8,7,4,2,0,0,12,2,0,3,3,0,3,3,0,0
68,2,3,2,8,3,4,0,0,5,12,8,0,1,0,1,2,1,3,4,2,8,0,4,6,7,10,8,6,2,0,0,12,2,0,4,4,0,3,3,0,0
69,2,4,2,7,4,4,0,0,5,13,10,0,2,0,1,2,1,3,5,2,8,0,4,6,7,10,8,6,2,0,0,13,2,1,4,4,0,3,5,0,0
70,3,3,2,7,4,4,0,0,6,13,14,1,2,0,1,2,1,4,5,2,8,0,5,6,7,11,9,6,3,0,0,14,3,1,3,4,0,4,5,0,0
71,3,5,2,7,5,5,0,0,5,15,17,1,2,0,1,2,1,4,5,2,8,0,5,6,6,12,10,7,3,0,1,14,3,2,3,6,0,4,5,0,0
72,4,7,2,7,5,5,0,0,5,16,22,1,2,0,1,3,1,3,5,3,8,0,6,5,5,12,9,8,4,0,1,15,3,2,5,6,0,4,5,1,0
73,5,8,2,7,6,6,0,0,5,17,21,2,2,0,1,2,2,3,5,3,9,0,5,6,5,15,10,7,4,0,1,14,3,2,6,6,0,4,4,1,0
74,4,9,2,6,6,8,0,0,4,19,21,3,3,0,2,4,3,3,4,3,9,0,4,7,6,15,11,7,4,0,2,14,4,2,6,6,0,4,4,1,0
75,5,10,2,5,6,7,0,0,4,20,22,3,3,0,3,4,4,4,5,3,9,0,3,8,7,15,13,6,5,0,2,15,3,4,9,7,0,6,4,2,0
76,7,13,3,5,9,7,0,0,4,19,25,3,3,0,4,3,4,5,5,4,9,0,3,8,7,18,14,6,5,0,2,13,4,6,9,8,0,6,4,2,0
77,6,15,3,5,11,7,0,0,4,20,29,4,3,0,4,3,5,4,5,6,10,0,4,9,7,18,15,7,5,0,2,12,4,6,8,9,0,5,3,2,0
78,8,17,3,4,13,8,0,0,5,23,30,4,3,0,5,5,5,4,6,6,10,0,6,9,6,18,17,8,5,0,2,11,4,6,12,9,0,5,4,2,0
79,10,17,3,6,14,9,0,0,6,20,31,4,3,0,5,8,5,6,8,7,12,0,6,11,7,16,19,9,5,0,2,13,5,6,13,10,0,5,4,2,0
80,10,17,3,7,14,10,0,0,7,20,31,5,4,0,5,10,5,6,8,7,12,0,5,11,7,15,23,12,10,0,2,15,5,6,15,11,0,4,5,2,0
81,11,22,5,7,15,13,0,0,9,21,32,4,5,0,5,11,6,9,9,8,14,0,6,12,6,17,26,14,11,0,2,17,5,6,17,10,0,5,5,3,0
82,12,22,6,9,15,15,0,0,10,27,36,4,5,0,5,12,6,9,9,10,16,0,6,13,7,17,27,16,14,0,3,18,5,6,16,10,0,5,5,3,0
83,12,24,7,9,15,18,0,0,10,28,38,6,8,0,5,12,7,9,8,12,16,0,8,12,7,20,27,19,13,0,4,18,4,7,22,10,0,5,6,3,0
84,13,30,7,10,16,17,0,0,10,29,38,7,9,0,6,10,8,10,9,15,15,0,7,13,7,21,26,19,14,0,4,19,4,9,25,11,0,6,6,3,0
85,13,32,7,9,16,18,0,0,10,34,41,9,7,0,8,10,8,11,11,14,16,0,10,13,7,23,27,20,14,0,4,19,4,10,25,11,0,7,7,4,0
86,15,34,9,10,17,19,0,0,10,36,40,10,6,0,9,9,8,9,11,14,21,0,11,14,8,23,29,19,14,0,4,21,4,12,26,15,0,9,7,6,0
87,16,34,9,13,17,27,0,0,11,37,44,8,6,0,10,9,8,9,13,16,22,0,13,16,13,25,31,22,15,0,4,22,7,11,26,14,0,10,9,5,0
88,17,39,11,13,17,27,0,0,13,42,50,8,9,0,10,12,8,10,15,16,24,0,13,16,13,28,39,27,17,0,4,24,7,12,26,15,0,9,9,4,0
89,19,38,13,15,15,30,0,0,13,44,57,11,9,0,11,14,8,12,14,19,24,0,13,16,13,29,40,28,22,0,7,28,7,12,32,17,0,9,9,5,0
90,19,39,14,15,16,37,0,0,13,44,62,11,9,0,14,17,8,15,16,20,30,0,13,19,13,31,46,34,22,0,8,27,7,13,33,17,0,10,9,5,0
91,19,41,15,17,19,40,0,0,13,46,68,14,9,0,15,19,8,15,16,21,34,0,13,23,13,34,50,35,24,0,9,28,8,14,35,17,0,10,9,8,0
92,19,40,17,17,18,41,0,0,13,58,69,15,9,0,15,25,8,18,16,24,37,0,13,25,13,33,53,38,28,0,9,30,10,16,38,21,0,10,9,8,0
93,19,44,17,17,19,42,0,0,13,66,74,15,9,0,16,30,8,21,16,24,42,0,13,28,13,38,63,43,28,0,9,36,12,17,39,22,0,10,9,8,0
94,19,49,19,17,19,44,0,0,13,67,81,15,9,0,17,32,8,22,16,26,42,0,13,29,13,37,69,45,34,0,9,41,12,18,47,24,0,10,9,12,0
95,19,51,21,17,22,55,0,0,13,70,86,15,9,0,17,32,8,22,16,38,42,0,13,28,13,38,76,45,34,0,9,50,17,18,53,24,0,10,9,12,0
96,19,53,21,17,28,64,0,0,13,70,101,15,9,0,17,32,8,22,16,43,42,0,13,34,13,38,87,45,42,0,9,57,21,18,59,24,0,10,9,12,0
97,19,53,21,17,28,64,0,0,13,70,122,15,9,0,17,32,8,22,16,43,42,0,13,60,13,38,106,45,48,0,9,57,21,18,65,24,0,10,9,12,25
98,19,53,21,17,28,64,0,0,13,70,122,15,9,0,17,32,8,22,16,43,42,0,13,60,13,38,106,45,48,0,9,57,21,18,65,24,0,10,9,12,120
99,19,53,21,17,28,64,0,0,13,70,122,15,9,0,17,32,8,22,16,43,42,0,13,60,13,38,106,45,48,0,9,57,21,18,65,24,0,10,9,12,160
100,19,53,21,17,28,64,0,0,13,70,122,15,9,0,17,32,8,22,16,43,42,0,13,60,13,38,106,45,48,0,9,57,21,18,65,24,0,10,9,12,155
101,19,53,21,17,28,64,0,0,13,70,122,15,9,0,17,32,8,22,16,43,42,0,13,60,13,38,106,45,48,0,9,57,21,18,65,24,0,10,9,12,179
102,19,53,21,17,28,64,0,0,13,70,122,15,9,0,17,32,8,22,16,43,42,0,13,60,13,38,106,45,48,0,9,57,21,18,65,24,0,10,9,12,180
103,19,53,21,17,28,64,0,0,13,70,122,15,9,0,17,32,8,22,16,43,42,0,13,60,13,38,106,45,48,0,9,57,21,18,65,24,0,10,9,12,237
104,19,53,21,17,28,64,0,0,13,70,122,15,9,0,17,32,8,22,16,43,42,0,13,60,13,38,106,45,48,0,9,57,21,18,65,24,0,10,9,12,222
105,19,53,21,17,28,64,0,0,13,70,122,15,9,0,17,32,8,22,16,43,42,0,13,60,13,38,106,45,48,0,9,57,21,18,65,24,0,10,9,12,258
106,19,53,21,17,28,64,0,0,13,70,122,15,9,0,17,32,8,22,16,43,42,0,13,60,13,38,106,45,48,0,9,57,21,18,65,24,0,10,9,12,305
107,19,53,21,17,28,64,0,0,13,70,122,15,9,0,17,32,8,22,16,43,42,0,13,60,13,38,106,45,48,0,9,57,21,18,65,24,0,10,9,12,296
108,19,53,21,17,28,64,0,0,13,70,122,15,9,0,17,32,8,22,16,43,42,0,13,60,13,38,106,45,48,0,9,57,21,18,65,24,0,10,9,12,303
109,19,53,21,17,28,64,0,0,13,70,122,15,9,0,17,32,8,22,16,43,42,0,13,60,13,38,106,45,48,0,9,57,21,18,65,24,0,10,9,12,386
110,19,53,21,17,28,64,0,0,13,70,122,15,9,0,17,32,8,22,16,43,42,0,13,60,13,38,106,45,48,0,9,57,21,18,65,24,0,10,9,12,389
111,19,53,21,17,28,64,0,0,13,70,122,15,9,0,17,32,8,22,16,43,42,0,13,60,13,38,106,45,48,0,9,57,21,18,65,24,0,10,9,12,401
112,19,53,21,17,28,64,0,0,13,70,122,15,9,0,17,32,8,22,16,43,42,0,13,60,13,38,106,45,48,0,9,57,21,18,65,24,0,10,9,12,463
113,19,53,21,17,28,64,0,0,13,70,122,15,9,0,17,32,8,22,16,43,42,0,13,60,13,38,106,45,48,0,9,57,21,18,65,24,0,10,9,12,470
114,19,53,21,17,28,64,0,0,13,70,122,15,9,0,17,32,8,22,16,43,42,0,13,60,13,38,106,45,48,0,9,57,21,18,65,24,0,10,9,12,456
115,19,53,21,17,28,64,0,0,13,70,122,15,9,0,17,32,8,22,16,43,42,0,13,60,13,38,106,45,48,0,9,57,21,18,65,24,0,10,9,12,579
116,19,53,21,17,28,64,0,0,13,70,122,15,9,0,17,32,8,22,16,43,42,0,13,60,13,38,106,45,48,0,9,57,21,18,65,24,0,10,9,12,596
117,19,53,21,17,28,64,0,0,13,70,122,15,9,0,17,32,8,22,16,43,42,0,13,60,13,38,106,45,48,0,9,57,21,18,65,24,0,10,9,12,644
118,19,53,21,17,28,64,0,0,13,70,122,15,9,0,17,32,8,22,16,43,42,0,13,60,13,38,106,45,48,0,9,57,21,18,65,24,0,10,9,12,697
119,19,53,21,17,28,64,0,0,13,70,122,15,9,0,17,32,8,22,16,43,42,0,13,60,13,38,106,45,48,0,9,57,21,18,65,24,0,10,9,12,775
120,19,53,21,17,28,64,0,0,13,70,122,15,9,0,17,32,8,22,16,43,42,0,13,60,13,38,106,45,48,0,9,57,21,18,65,24,0,10,9,12,863
121,19,53,21,17,28,64,0,0,13,70,122,15,9,0,17,32,8,22,16,43,42,0,13,60,13,38,106,45,48,0,9,57,21,18,65,24,0,10,9,12,865
122,19,53,21,17,28,64,0,0,13,70,122,15,9,0,17,32,8,22,16,43,42,0,13,60,13,38,106,45,48,0,9,57,21,18,65,24,0,10,9,12,948
123,19,53,21,17,28,64,0,0,13,70,122,15,9,0,17,32,8,22,16,43,42,0,13,60,13,38,106,45,48,0,9,57,21,18,65,24,0,10,9,12,1053
124,19,53,21,17,28,64,0,0,13,70,122,15,9,0,17,32,8,22,16,43,42,0,13,60,13,38,106,45,48,0,9,57,21,18,65,24,0,10,9,12,1160
125,19,53,21,17,28,64,0,0,13,70,122,15,9,0,17,32,8,22,16,43,42,0,13,60,13,38,106,45,48,0,9,57,21,18,65,24,0,10,9,12,1279
126,19,53,21,17,28,64,0,0,13,70,122,15,9,0,17,32,8,22,16,43,42,0,13,60,13,38,106,45,48,0,9,57,21,18,65,24,0,10,9,12,1330
127,19,53,21,17,28,64,0,0,13,70,122,15,9,0,17,32,8,22,16,43,42,0,13,60,13,38,106,45,48,0,9,57,21,18,65,24,0,10,9,12,1404
128,19,53,21,17,28,64,0,0,13,70,122,15,9,0,17,32,8,22,16,43,42,0,13,60,13,38,106,45,48,0,9,57,21,18,65,24,0,10,9,12,1561
129,19,53,21,17,28,64,0,0,13,70,122,15,9,0,17,32,8,22,16,43,42,0,13,60,13,38,106,45,48,0,9,57,21,18,65,24,0,10,9,12,1577
130,19,53,21,17,28,64,0,0,13,70,122,15,9,0,17,32,8,22,16,43,42,0,13,60,13,38,106,45,48,0,9,57,21,18,65,24,0,10,9,12,1793
131,19,53,21,17,28,64,0,0,13,70,122,15,9,0,17,32,8,22,16,43,42,0,13,60,13,38,106,45,48,0,9,57,21,18,65,24,0,10,9,12,1916
132,19,53,21,17,28,64,0,0,13,70,122,15,9,0,17,32,8,22,16,43,42,0,13,60,13,38,106,45,48,0,9,57,21,18,65,24,0,10,9,12,2094
133,19,53,21,17,28,64,0,0,13,70,122,15,9,0,17,32,8,22,16,43,42,0,13,60,13,38,106,45,48,0,9,57,21,18,65,24,0,10,9,12,2102
134,19,53,21,17,28,64,0,0,13,70,122,15,9,0,17,32,8,22,16,43,42,0,13,60,13,38,106,45,48,0,9,57,21,18,65,24,0,10,9,12,2242
135,19,53,21,17,28,64,0,0,13,70,122,15,9,0,17,32,8,22,16,43,42,0,13,60,13,38,106,45,48,0,9,57,21,18,65,24,0,10,9,12,2433
136,19,53,21,17,28,64,0,0,13,70,122,15,9,0,17,32,8,22,16,43,42,0,13,60,13,38,106,45,48,0,9,57,21,18,65,24,0,10,9,12,2590
137,19,53,21,17,28,64,0,0,13,70,122,15,9,0,17,32,8,22,16,43,42,0,13,60,13,38,106,45,48,0,9,57,21,18,65,24,0,10,9,12,2739
138,19,53,21,17,28,64,0,0,13,70,122,15,9,0,17,32,8,22,16,43,42,0,13,60,13,38,106,45,48,0,9,57,21,18,65,24,0,10,9,12,2903
139,19,53,21,17,28,64,0,0,13,70,122,15,9,0,17,32,8,22,16,43,42,0,13,60,13,38,106,45,48,0,9,57,21,18,65,24,0,10,9,12,3136
140,19,53,21,17,28,64,0,0,13,70,122,15,9,0,17,32,8,22,16,43,42,0,13,60,13,38,106,45,48,0,9,57,21,18,65,24,0,10,9,12,3345
141,19,53,21,17,28,64,0,0,13,70,122,15,9,0,17,32,8,22,16,43,42,0,13,60,13,38,106,45,48,0,9,57,21,18,65,24,0,10,9,12,3422
142,19,53,21,17,28,64,0,0,13,70,122,15,9,0,17,32,8,22,16,43,42,0,13,60,13,38,106,45,48,0,9,57,21,18,65,24,0,10,9,12,3830
143,19,53,21,17,28,64,0,0,13,70,122,15,9,0,17,32,8,22,16,43,42,0,13,60,13,38,106,45,48,0,9,57,21,18,65,24,0,10,9,12,3939
144,19,53,21,17,28,64,0,0,13,70,122,15,9,0,17,32,8,22,16,43,42,0,13,60,13,38,106,45,48,0,9,57,21,18,65,24,0,10,9,12,4248
145,19,53,21,17,28,64,0,0,13,70,122,15,9,0,17,32,8,22,16,43,42,0,13,60,13,38,106,45,48,0,9,57,21,18,65,24,0,10,9,12,4373
146,19,53,21,17,28,64,0,0,13,70,122,15,9,0,17,32,8,22,16,43,42,0,13,60,13,38,106,45,48,0,9,57,21,18,65,24,0,10,9,12,4681
147,19,53,21,17,28,64,0,0,13,70,122,15,9,0,17,32,8,22,16,43,42,0,13,60,13,38,106,45,48,0,9,57,21,18,65,24,0,10,9,12,4856
148,19,53,21,17,28,64,0,0,13,70,122,15,9,0,17,32,8,22,16,43,42,0,13,60,13,38,106,45,48,0,9,57,21,18,65,24,0,10,9,12,5080
149,19,53,21,17,28,64,0,0,13,70,122,15,9,0,17,32,8,22,16,43,42,0,13,60,13,38,106,45,48,0,9,57,21,18,65,24,0,10,9,12,5524
150,19,53,21,17,28,64,0,0,13,70,122,15,9,0,17,32,8,22,16,43,42,0,13,60,13,38,106,45,48,0,9,57,21,18,65,24,0,10,9,12,5827
151,19,53,21,17,28,64,0,0,13,70,122,15,9,0,17,32,8,22,16,43,42,0,13,60,13,38,106,45,48,0,9,57,21,18,65,24,0,10,9,12,5936
152,19,53,21,17,28,64,0,0,13,70,122,15,9,0,17,32,8,22,16,43,42,0,13,60,13,38,106,45,48,0,9,57,21,18,65,24,0,10,9,12,6171
153,19,53,21,17,28,64,0,0,13,70,122,15,9,0,17,32,8,22,16,43,42,0,13,60,13,38,106,45,48,0,9,57,21,18,65,24,0,10,9,12,6365
154,19,53,21,17,28,64,0,0,13,70,122,15,9,0,17,32,8,22,16,43,42,0,13,60,13,38,106,45,48,0,9,57,21,18,65,24,0,10,9,12,6461
155,19,53,21,17,28,64,0,0,13,70,122,15,9,0,17,32,8,22,16,43,42,0,13,60,13,38,106,45,48,0,9,57,21,18,65,24,0,10,9,12,6703
156,19,53,21,17,28,64,0,0,13,70,122,15,9,0,17,32,8,22,16,43,42,0,13,60,13,38,106,45,48,0,9,57,21,18,65,24,0,10,9,12,6853
